2019/11/13 11:20:56 [xorm] [info]  2019/11/13 11:20:56.988024 [SQL] SELECT tablename FROM pg_tables WHERE schemaname = $1 [public]
2019/11/13 11:20:57 [xorm] [info]  2019/11/13 11:20:57.089826 [SQL] SELECT column_name, column_default, is_nullable, data_type, character_maximum_length,
    CASE WHEN p.contype = 'p' THEN true ELSE false END AS primarykey,
    CASE WHEN p.contype = 'u' THEN true ELSE false END AS uniquekey
FROM pg_attribute f
    JOIN pg_class c ON c.oid = f.attrelid JOIN pg_type t ON t.oid = f.atttypid
    LEFT JOIN pg_attrdef d ON d.adrelid = c.oid AND d.adnum = f.attnum
    LEFT JOIN pg_namespace n ON n.oid = c.relnamespace
    LEFT JOIN pg_constraint p ON p.conrelid = c.oid AND f.attnum = ANY (p.conkey)
    LEFT JOIN pg_class AS g ON p.confrelid = g.oid
    LEFT JOIN INFORMATION_SCHEMA.COLUMNS s ON s.column_name=f.attname AND c.relname=s.table_name
WHERE c.relkind = 'r'::char AND c.relname = $1 AND s.table_schema = $2 AND f.attnum > 0 ORDER BY f.attnum; [ip public]
2019/11/13 11:20:57 [xorm] [info]  2019/11/13 11:20:57.190380 [SQL] SELECT indexname, indexdef FROM pg_indexes WHERE tablename=$1 AND schemaname=$2 [ip public]
2019/11/13 11:20:57 [xorm] [warn]  2019/11/13 11:20:57.195207 Table ip Column id db default is nextval('ip_id_seq'::regclass), struct default is 
2019/11/13 11:20:57 [xorm] [info]  2019/11/13 11:20:57.195884 [SQL] SELECT count(*) FROM "ip" WHERE (id>= $1) []interface {}{0}
2019/11/13 11:20:57 [xorm] [info]  2019/11/13 11:20:57.195919 [SQL] SELECT count(*) FROM "ip" WHERE (id>= $1) []interface {}{0}
2019/11/13 11:20:57 [xorm] [info]  2019/11/13 11:20:57.217847 [SQL] SELECT "id", "data", "type1", "type2", "speed" FROM "ip" WHERE (speed <= 1000)
2019/11/13 11:20:57 [xorm] [info]  2019/11/13 11:20:57.958084 [SQL] DELETE FROM "ip" WHERE "id"=$1 AND "data"=$2 AND "type1"=$3 AND "speed"=$4 []interface {}{185, "170.210.126.10:80", "http", 853}
2019/11/13 11:20:58 [xorm] [info]  2019/11/13 11:20:58.987474 [SQL] UPDATE "ip" SET "data" = $1, "type1" = $2, "speed" = $3 WHERE "id"=$4 []interface {}{"198.98.55.168:8080", "http", 1764, 1}
2019/11/13 11:20:58 [xorm] [info]  2019/11/13 11:20:58.987806 [SQL] UPDATE "ip" SET "data" = $1, "type1" = $2, "speed" = $3 WHERE "id"=$4 []interface {}{"15.206.114.193:8888", "http", 1765, 1}
